input,output
唐僧说：“徒弟，这里不方便。”,唐僧道：“徒弟，他这里不方便。”
众僧纷纷表态：“有！有！有！老爷从未被怠慢过。”,众僧俱满口答应道：“有！有！有！更不曾一毫有怠慢了老爷。”
那个老妖无法入眠，他不停地揉着头部和脸颊，鼻涕不停地流淌出来，紧紧捏着鼻子。,只有那个老妖睡不稳，他两只手揉头搓脸，不住的打涕喷，捏鼻子。
黑雾弥漫天空，水气弥漫；沧茫的波浪映日而生，寒光闪烁。,黑雾涨天全水气，沧波影日幌寒光。
在三春之际，轻风拂过，柳树绿意盎然，美景令人陶醉，最适宜留下来题诗。,却又值三春景候，那时节：轻风吹柳绿如丝，佳景最堪题。
进入玄英洞，解开唐僧、八戒、沙僧的谜团。,却向玄英洞里解了唐僧、八戒、沙僧。
菩萨问道：“你来这里是做什么？”,菩萨问曰：“你来何干？”
突然间，悟空恍然大悟：“我是来自东胜神洲的傲来国，花果山水帘洞是我的故乡。”,悟空顿然醒悟道：“我自东胜神洲傲来国花果山水帘洞来的。”
如果觉得房子太矮，可以再加建两三层。,房舍若嫌矮，起上二三层。
大圣看到这团恶火，感到恐惧，说：“糟糕！我本身没事，但我的毫毛无法保护我，一旦落入火中，就像燎毛一样容易。”,大圣见此恶火，却也心惊胆颤，道声“不好了！我本身可处，毫毛不济，一落这火中，岂不真如燎毛之易？”
行者抬头看到道：“师父，这不是人家的庄院。”,行者抬头看见道：“师父，不是人家庄院。”
行者暗自笑了起来：“这家伙连裤子都没穿，到底躲到哪里去了？喂，你的银子呢？”,行者暗笑道：“这呆子裤子也没得穿，却藏在何处？咄！你银子在那里？”
沙僧问道：“怎么才能辨别出我像是个磨博士？”,沙僧道：“如何认得我象个磨博士？”
那猴说：“我不想说什么，让那个师父上来，我问他一下。”,那猴道：“我没话说，教那个师父上来，我问他一问。”
南无大通光。,南无大通光佛。
那位善良的王子手持一条齐眉棍，第二个手持九齿钯，第三个手持一根乌油黑棒，威风凛凛地走出王府，大声喊道：“那些取经的和尚在哪里？”,好王子，大的个拿一条齐眉棍，第二个轮一把九齿钯，第三个使一根乌油黑棒子，雄纠纠、气昂昂的走出王府，吆喝道：“甚么取经的和尚！在那里？”
善心所发出的善意之念，必将受到上天庇佑，福泽绵延十七代子孙。,善心一念天应佑，福荫应传十七宗。
玄奘感激地说道：“陛下，我对您的恩宠何德何能呢？我这次远行，定当竭尽全力，直至西天。若未能取回真经，即便身亡也不敢回国，永坠沉沦地狱。”,玄奘感谢不尽道：“陛下，贫僧有何德何能，敢蒙天恩眷顾如此？我这一去，定要捐躯努力，直至西天。如不到西天，不得真经，即死也不敢回国，永堕沉沦地狱。”
"""沙兄弟，忍住！忍住！""",“沙兄弟，心忍！心忍！”
天地初分，棋盘为地，色子为天。阴阳造化，全凭色按。,棋盘为地子为天，色按阴阳造化全。
行者施展技巧，用一只手猛地抓向第十层塔。,行者使个拿法，一只手抓将过来，径拿下第十层塔中。
"行者无法再抑制自己，高声喊道：“师父，我来了！""",”行者忍不住，叫声：“师父，我来了！
呆子接过转盘，看清了真实情况，直接返回了原来的道路。,呆子拿转来，现了本象，径回旧路。
摩昂，西海老龙王之子，前来此间。,西海老龙王太子摩昂来也。
他刚刚脱下盔甲，换上一件鸦青剪绒袄子，迈着坚定的步伐走出家门，跨上辟水金睛兽。小的们守在门口，他则半云半雾地朝着西北方向飞驰而去。,他才卸了盔甲，穿一领鸦青剪绒袄子，走出门，跨上辟水金睛兽，着小的们看守门庭，半云半雾，一直向西北方而去。
师徒告别后，走上道路，眼前突然出现一座高耸的山峰。,师徒别了上路，早见一座高山。
在锦重重之间，五彩纷呈；佛香拂面，千金 squad 尽显。,锦重重，五彩丛中；香拂佛，千金队里。
几个渔人经过南冲时遇到了陈澄，其中一个人说：“二老官，就是那位去年在你家替祭儿子的师父回来了。”,那几个渔人行过南冲，恰遇着陈澄，叫道：“二老官，前年在你家替祭儿子的师父回来了。”
孙悟空跃身而起，飞向天空，迅速飞向 straight south的方向，速度之快令人咋舌。,孙大圣跳在空中，纵觔斗云，径往直南上去，果然速快。
行者说：谢谢！谢谢！请三位兄弟帮个忙，我要走了。,”行者道：感激！感激！就请三位老弟行行，我去也。”
三藏看到后，说：“八戒，沙僧，悟空刚才说这里很空旷，没有人，你看那边有个人走了出来。”,三藏见了，叫：“八戒，沙僧，悟空才说这里旷野无人，你看那里不走出一个人来了？”
三星开心地说：“太棒了！”,”三星笑道：“好！
两只赤鼠在一起，两只火龙相伴。,双双赤鼠，对对火龙。
心中充满对父母的思念，却未料到被唐朝圣僧所救，最终却被魔王捉住。,正含怨思忆父母，不期唐朝圣僧，亦被魔王擒住。
谈及当前繁杂事务，又谈及尘封已久的许多功绩。,尽说目前千万事，又谈尘劫许多功。
山上火势猛烈，松树变成火树，崖前柏树变成灯笼。,更无一缕青烟，尽是满山赤焰，只烧得岭上松翻成火树，崖前柏变作灯笼。
行者问道：“你们打算怎么赌？”,行者道：“怎么样赌？”
行者叫人去抬草料来，放在禅堂里，拴好白马，让道人们都出去。,行者见了，唤那办草料的道人，将草料抬来，放在禅堂里面，拴下白马，教道人都出去。
遇到老师来了，请指点一下，上界是怎么算计的。,今遇老师降临，万望明示，上界怎么样计较。
大圣转云头回东路，按落云头，站在红砖壁下。,这大圣拨转云头，径回东路，霎时按落云头，立在红砖壁下。
木叉道：“父王，愚男蒙菩萨派遣，前来打探消息，如果遇到战争，我会尽力相助。如今我有心前往，看看他到底有多么了不起的大圣！”,木叉道：“父王，愚男蒙菩萨吩咐，下来打探消息，就说若遇战时，可助一功。今不才愿往，看他怎么个大圣！”
菩萨告诉悟空，让他带他去见三藏，然后他就要回海上了。,菩萨教悟空领他去见三藏，“我回海上去也。”
国王笑着说：“来品尝一下三宝钟吧。”,国王笑道：“吃个三宝锺儿。”
行者笑着说：“这经不全是因为天地不全，就像是沾破了的一样。这是奥妙所在，不是人力所能左右的。”,行者笑道：“不在此！不在此！盖天地不全，这经原是全全的，今沾破了，乃是应不全之奥妙也，岂人力所能与耶！”
我听说人们都说，唐僧是经过十世修行而成的真身，只要吃下一块他的肉，就能延年益寿、长生不老，因此我们才抓住了他。,我等久闻人说，唐僧乃十世修行的真体，有人吃他一块肉，延寿长生，故此拿了他。
行者抓住菩萨不放，说道：“我不去了！西方路这么危险，保护这个凡人，什么时候才能到达？一路上这么艰难险阻，我的性命都难保，怎么可能修成正果！我不去了！”,行者扯住菩萨不放道：“我不去了！我不去了！西方路这等崎岖，保这个凡僧，几时得到？似这等多磨多折，老孙的性命也难全，如何成得甚么功果！我不去了！我不去了！”
老翁说：“这座山叫金皘山，山前有个金皘洞，洞里有独角兕大王。大王很厉害，三个人这次肯定完蛋了。如果你去的话，可能连你都保不住。最好别去。我也不能拦着你，也不能留你，你自己决定吧。”行者感激地说：“谢谢公公指点，我肯定要去找！”,老翁道：“这座山叫做金皘山，山前有个金皘洞，那洞中有个独角兕大王。那大王神通广大，威武高强。那三众此回断没命了，你若去寻，只怕连你也难保，不如不去之为愈也。我也不敢阻你，也不敢留你，只凭你心中度量，”行者再拜称谢道：“多蒙公公指教，我岂有不寻之理！”
八戒说：“不管他有多咸，我都要好好享受一顿！要是觉得口渴，我就回来喝水。”,八戒道：“啐！凭他怎么咸，我也尽肚吃他一饱！十分作渴，便回来吃水。”
在半空中展现出神奇的力量，五彩的光芒中展现着神奇的变化。,半空之内显神通，五彩光中施妙运。
展翅高飞，胜过大鹏；发出声音，远达天涯；胜过仙鹤，高声唳唱。,展开翅极善飞扬，纵大鹏无他力气；发起声远振天涯，比仙鹤还能高唳。
苏醒过来的长老呻吟了几声，怒斥道：“那个顽皮的猢狲，竟然还敢对我出手！”,长老苏醒，呻吟一会，骂道：“好泼猢狲，打杀我也！”
老人颤抖地说道：“这位师父真是了不起，怎么找了这么丑的徒弟！”,老者战兢兢道：“这般好俊师父，怎么寻这样丑徒弟！”
那鯾鲌鲤鳜的鲜鳞被搅动起来，龟鳖鼋鼍受伤的嫩盖也被搅动起来；红虾和紫蟹的生命也随之消逝，水中的神灵们纷纷向上拜祭。,搅得那鯾鲌鲤鳜退鲜鳞，龟鳖鼋鼍伤嫩盖；红虾紫蟹命皆亡，水府诸神朝上拜。
青衣女轻轻地用手拽下了一根枝条，而红衣女则摘下了它，然后将枝条轻轻地放在了高处。,青衣女用手扯下枝来，红衣女摘了，却将枝子望上一放。
在王府的院子里，他三人轮流展示他们的武器，以便他能够逐一传授给对方。,他三人就各轮兵器，在王府院中，一一传授。
那惠岸挥舞着一条沉重的铁棍，据说重达千斤，只会在菩萨的左右两边做一个强大的降魔勇士。,那惠岸使一条浑铁棍，重有千斤，只在菩萨左右作一个降魔的大力士。
"""好，好，好！空手传经给后人，后人注定要饿死了！""",“好，好，好！白手传经继世，后人当饿死矣！”
在身边的近侍宦官说道：“长老，请不要继续谈论，让我们进入宫中进行诊断。”,近侍宦官在旁道：“长老且休讲口，请入宫中诊视去来。”
二位长者恭敬地说道：“我们并不敢隐瞒老爷，白天的时候我们并不害怕，像这位大肚子长老，可以供养一百多位信徒；但是夜晚降临，我们只剩下一石面粉、五斗米饭和一些素食，准备请一些亲邻和僧人们享用。没想到你们来了，吓得众僧纷纷逃离，甚至连亲邻也不敢邀请，所有食物都拿了出来，供奉给各位。如果不够吃，我们再去蒸一些。”,二老者躬身道：“不瞒老爷说，白日里倒也不怕，似这大肚子长老，也斋得起百十众；只是晚了，收了残斋，只蒸得一石面饭、五斗米饭与几桌素食，要请几个亲邻与众僧们散福。不期你列位来，唬得众僧跑了，连亲邻也不曾敢请，尽数都供奉了列位。如不饱，再教蒸去。”
渔人说道：“我们是陈家庄上的人。”,渔人道：“我们是陈家庄上人。”
在文王的领导下，曾经有人绘制了八卦，而常纳则是在庭台旁陪伴着伏羲。,文王画卦曾元卜，常纳庭台伴伏羲。
四位老猴走上前来，恭敬地呈上奏本：“大王乃非凡之人，凡俗之兵皆非所宜；但不知大王是否能够在水下行动？”,四老猴上前启奏道：“大王乃是仙圣，凡兵是不堪用；但不知大王水里可能去得？”
木叉拿着葫芦，云雾飘渺地来到流沙河水面，大声喊道：“悟净！悟净！取经的人在这里已经很久了，你怎么还不来归顺！”,那木叉捧定葫芦，半云半雾，径到了流沙河水面上，厉声高叫道：“悟净！悟净！取经人在此久矣，你怎么还不归顺！”
在瓶子里插着仙花，锦树闪烁着光芒，照亮了宝刹；炉里燃烧着檀香，香气弥漫在清空中。,瓶插仙花，锦树辉辉漫宝刹；炉焚檀降，香云霭霭透清霄。
"""师兄不必担心，这里荒无人烟，也没有危险的怪兽或妖禽，他害怕什么呢？""",“师兄差疑了，似这杳无人烟之处，又无个怪兽妖禽，怕他怎的？”
听从命令的道士们纷纷整理好一切，然后前来请唐老爷安然入睡。,那些道人听命，各各整顿齐备，却来请唐老爷安寝。
南海菩萨劝说，排五百年已尽。,整整挨排五百年，亏了南海菩萨劝。
行者问：为什么只剩十六尊了，原本应该是十八尊？,”行者道：“原差十八尊，今怎么只得十六尊？
"台下传来了笑声，孙行者开心地说道：“看来唐僧又遇到了麻烦，沙僧肯定是来找菩萨帮忙的。""",”孙行者在台下听见，笑道：“这定是唐僧有难，沙僧来请菩萨的。
三藏高兴地同意了。,三藏俱欣然允之。
完成任务后，按下云头，毫毛一抖，收回身体。那些普通人不懂，行者高喊：“先生，四声令牌都已响完，没有风雨，让我来吧。”,”吩咐已毕，遂按下云头，把毫毛一抖，收上身来。那些人肉眼凡胎，那里晓得？行者遂在旁边高叫道：“先生请了，四声令牌俱已响毕，更没有风云雷雨，该让我了。
在竺山瑞霭漫天，世尊被虹光拥抱着。,瑞霭漫天竺，虹光拥世尊。
"三藏回到里面问：“是哪三样？""",”三藏回入里面道：“是那三桩？
另一个称呼是沙僧，他说：“你站在我右边，做个助手，等我帮助他弄点无根水。”,又叫沙僧，“你在我右边立下，做个弼宿，等老孙助他些无根水儿。”
脱了衣服，行者照依羊力下殿，跳进油锅，然后开始了支吾洗浴的过程。,羊力下殿，照依行者脱了衣服，跳下油锅，也那般支吾洗浴。
在山凹中有一场激烈的战斗：手持钺斧和钢刀的勇士们，与藤蔓搏斗，猴王勇敢地迎面向他们冲去。,这一场在山凹中好杀：钺斧钢刀扢挞藤，猴王一棒敢来迎。
灵官报告玉皇，我那天运气不好。,纠察灵官奏玉皇，那日吾当命运拙。
老孙愿意送你一场大雨，作为积功累德的回报。,但论积功累德，老孙送你一场大雨。
三怪说：“虽然没用，但猪八戒是唐僧的徒弟。把他捆起来，扔到后边的池塘里浸泡，等毛退了，打开肚子，撒盐腌制，等天阴的时候用来下酒。”,三怪道：“虽是没用，也是唐僧的徒弟猪八戒。且捆了，送在后边池塘里浸着，待浸退了毛，破开肚子，使盐腌了晒干，等天阴下酒。”
玉帝问：“你有什么帮助吗？”,玉帝道：“卿有何助？”
他知晓过去和未来，能飞天遁地，自愿进来或不进来，不如让他进来，省得废话。,他能知过去未来，他能腾云驾雾，宣他也进来，不宣他也进来，倒不如宣他进来，还省些口面。
他将书折叠起来，然后放在袖子里。接着，他温柔地告诉唐僧：“师父，我和您一起经历了这么多，又受到菩萨的指点。现在半途而废，没有取得成功，请您坐下来，让我向您致敬一下。这样我才能放心离开。”,他将书摺了，留在袖中，却又软款唐僧道：“师父，我也是跟你一场，又蒙菩萨指教，今日半途而废，不曾成得功果，你请坐，受我一拜，我也去得放心。”
无法言语，孤拐上感到疼痛，急忙伸手触摸，却发现被火烧软了，心中焦急地想：“这该怎么办？孤拐变得软绵绵了！简直像个残疾人！”,说不了，孤拐上有些疼痛，急伸手摸摸，却被火烧软了，自己心焦道：“怎么好？孤拐烧软了！弄做个残疾之人了！”
洞里突然燃起熊熊烈火，将那被水污染的洞穴烧得干干净净，一切归于虚无。,随即洞里放起火来，把那水脏洞烧得枯干，尽归了一体。
带上两条索子，以防万一需要用的时候井很深。,“带两条索子去，恐一时井深要用。”
方才，行者站起来对众人说道：“你王为何还未到呢？”,行者方才立起身来对众道：“你王如何不来？”
崖壑摇动，散发出烟霞般的色彩；松林翠绿，吸引着五彩的凤凰。,苍摇崖壑散烟霞，翠染松篁招彩凤。
在所有佛前，所有物品都是整齐摆放的，每个位置都有序排列。,诸所佛前，物件皆齐，头头有次。
下回分解：不知道如何拯救唐僧呢，还是留待下回再详解吧。,毕竟不知怎救唐僧，且听下回分解。
峰顶高耸万仞，山岭连绵千回。野花芬芳，树木葱茏，春天来临；杜宇声声，黄莺飞舞，景色优美。,顶巅高万仞，峻岭迭千湾。野花佳木知春发，杜宇黄莺应景妍。
在战斗中，五龙二位行者与妖魔搏斗了半个多小时，妖精终于松开了手中的搭包。,行者帅五龙二将，与妖魔战经半个时辰，那妖精即解下搭包在手。
此时他们对他感到非常不满，对他感到鄙视和厌恶。,此时俱甚抱怨他，又鄙贱嫌恶他。
在说这句话的时候，雨幕如暮，云层似朝，那美丽的嘴唇和洁白的牙齿真是令人心动。,说甚么暮雨朝云，真个是朱唇皓齿。
当猪羊被赶过来时，人们纷纷迎接着它们，然后开始抓猪和抓羊，将它们一起捆绑倒地。,赶猪羊到时，都来迎接，便就捉猪的捉猪，捉羊的捉羊，一齐捆倒。
这一方猛刺胸口，那一方直扑面门。,这一个当胸乱刺，那一个劈面来吞。
能和我一起试试吗？,哥哥，可与我些儿尝尝？
"行者说：“锅灰叫百草霜，能治百病，你了解吗？""",”行者道：“锅灰名为百草霜，能调百病，你不知道。
听到这个消息，菩萨勃然大怒：“那个家伙竟然敢改变我的形象！”,菩萨听说，心中大怒道：“那泼妖敢变我的模样！”
"""这么美味的筵席都不品尝，你还想做什么呢？""",“好筵席不吃，还要干甚事？”
行者问：“朱紫国的话，和大王配合了吗？”,”行者接口问道：“朱紫国那话儿，可曾与大王配合哩？
唐僧跟着走进朝门，国主出生。,唐僧却同入朝门里面，那回生的国主随行。
九九归真，道行艰难，坚持信念，开玄之门。,正是那：九九归真道行难，坚持笃志立玄关。
佛爷爷欣喜异常，立即召集了八位菩萨、四位金刚、五百名阿罗汉、三千名揭谛和十一大曜、十八位伽蓝，整齐列队，然后传达了金色的旨意，邀请唐僧前来。,佛爷爷大喜，即召聚八菩萨、四金刚、五百阿罗、三千揭谛、十一大曜、十八伽蓝，两行排列，却传金旨，召唐僧进。
这笨蛋拿起钯子迎面向前冲去。,这呆子举钯上前迎住。
三三不灭，全气全神，万万慈。,不生不灭三三行，全气全神万万慈。
"""孙悟空又出现了！""",“孙悟空又来矣！”
我们现在控制着他，不要伤害他，只需让他把师父送到对岸，以后再处理。,我们如今拿住他，且不要打杀，只教他送师父过河，再做理会。
长老才是最有缘吃草还丹的人，他能够长寿，而不受妖怪的困扰。,那长老才是：有缘吃得草还丹，长寿苦捱妖怪难。
在屏门上挂着一幅寿山福海的横披画，两边金漆柱上贴着大红纸春联，内容是：丝飘弱柳平桥晚，雪点香梅小院春。,屏门上，挂一轴寿山福海的横披画；两边金漆柱上，贴着一幅大红纸的春联，上写着：丝飘弱柳平桥晚，雪点香梅小院春。
行者笑着说道：“可怜的动物！竟然自称老奶奶！你自称老奶奶，就应该叫我老祖公！”,行者笑道：“造孽畜！叫甚么老奶奶！你叫老奶奶，就该称老孙做上太祖公公是！”
四百死囚获释，三千怨女被释放出宫。,死囚四百皆离狱，怨女三千放出宫。
他迅速降落在云层中，手持葫芦，心中只有一个念头：拯救师父，然后朝着莲花洞口走去。,他就按落云头，拿着葫芦，心心念念，只是要救师父，又往莲花洞口而来。
经历了无数风雨，心中充满无限感慨。,几多风雨，无限心情。
清风轻轻地爬上树梢，金色的击子轻轻敲击着果实；明月静静地照在树下，丹盘等静静地等待着。,那清风爬上树去，使金击子敲果；明月在树下，以丹盘等接。
不久之后，我开始感到心境开阔，气血流畅，精神饱满，脚步坚实。,少顷，渐觉心胸宽泰，气血调和，就精神抖擞，脚力强健。
拿起碗，倒了一碗水，递给师傅。,即取钵盂，舀了一钵，递与师父。
一位女子匆忙地拿起一把等子说道：“请称出二分二厘，分成四份。”,内一女子急拿了一把等子道：“称出一分二厘，分作四分。”
八戒和沙僧忍住了情绪，成功劝住了行者，然后转身迎接。,八戒沙僧耐住了性子，劝住了行者，转身来接。
老人听了这话，点头说：“长老，别着急化斋，你走错路了。”,老者闻言，点头顿杖道：“长老，你且休化斋，你走错路了。”
"行者站起身来，高声喊道：“敖氏兄弟在哪里？""",行者却才起身，仰面道：“敖氏弟兄何在？”
突然间，一阵清风吹过，仿佛是虎啸声在竹林中回荡，宛如龙吟般悠扬。,一阵摇松如虎啸，忽然入竹似龙吟。
八戒说：“这么厚的油，全身都粘住了，怎么打？”,八戒道：“扑头扑脸，浑身上下，都叮有十数层厚，却怎么打？”
现在有火枪、火刀、火弓、火箭，各个部落的神祇使用的是不同的，但是在半空中可以看到火鸦飞来飞去；在山头上可以看到火马奔腾。,今有火枪、火刀、火弓、火箭，各部神祇，所用不一，但见那半空中，火鸦飞噪；满山头，火马奔腾。
众僮仆看到后说道：“爷爷，你的喉咙真是光滑无比，就像是用磨砖砌成的！”,众僮仆见了道：“爷爷呀！你是磨砖砌的喉咙，着实又光又溜！”
在太阳星旁，他不禁踏入山中，寻找着道路。,不觉的太阳星上，他却入山寻路。
在边镇总兵和本地的僧道听说御弟法师前往西方见佛，都恭敬地迎接他到里面供奉，然后让僧纲带他去福原寺休息。,早有镇边的总兵与本处僧道，闻得是钦差御弟法师上西方见佛，无不恭敬，接至里面供给了，着僧纲请往福原寺安歇。
太宗再次感谢：“我回到人间，无法用其他东西感谢，只能用瓜果来表达我的感谢。”,太宗又再拜启谢：“朕回阳世，无物可酬谢，惟答瓜果而已。”
沙僧说：“你怎么知道烧火的人换了？别哭了。”,“且不要哭，这一会烧火的换了班了。”沙僧道：“你怎么知道？”
土地说：“大圣只知道这个宝贝能让人长生不老，却不知道它的来历。”,土地道：“大圣只知这宝贝延寿，更不知他的出处哩。”
这位男士真是勇猛无比！,好男子，真个骁勇！
好一件玉色罗襕（pán）服！一头逍遥（yáo）一字巾。,身穿玉色罗襕服，头戴逍遥一字巾。
我深深恨着那个害了我的孩子却没有得到应有的惩罚的人，但是当他出现在我面前时，我会让人告诉我，然后亲自对付他，将他碎尸万段，以泄我夫妻之恨。,我恨那厮害子之仇未报，但来时，可差人报我，等我拿他，分尸万段，以雪我夫妻之恨。
老龙听说孙行者是齐天大圣，吓得魂飞魄散，心惊胆战地对驸马说道：“女婿啊，别人来还好对付，但如果真是他，可就不好对付了！”,那老龙听说是孙行者齐天大圣，唬得魂不附体，魄散九霄，战兢兢对驸马道：“贤婿啊，别个来还好计较，若果是他，却不善也！”
众人继续前行二十里才返回。,众人又送二十里辞回。
我需要你的帮助！,万乞救我一救！
那贼毫不容情，手持棒棒，毫不留情地袭来。长老一生诚信，遇到困难时，无奈之下，只得谎言道：“二位大王，请稍等，我有位小徒弟在后头。”,”那贼那容分说，举着棒，没头没脸的打来。长老一生不会说谎，遇着这急难处，没奈何，只得打个诳语道：“二位大王，且莫动手，我有个小徒弟，在后面就到。
方才，行者走了出来，向如来致敬道：“尊贵的佛祖，你已经除掉了妖精，消除了最大的威胁，只是我师父还在失踪中。”,行者方才转出，向如来叩头道：“佛爷，你今收了妖精，除了大害，只是没了我师父也。”
在会同馆驿，差官宣召唐僧的徒弟们，但不提宣召的原因。,当时差官至会同馆驿，宣召唐僧徒弟不题。
手持杖，龙喜笑；皓髯垂，玉胸前拂。,拄杖悬龙喜笑生，皓髯垂玉胸前拂。
否则的话，他就会露出真面目，这件事也就无法顺利完成。,不然啊，他就变了嘴脸，这事却弄不成也。
就像是火上加了油，越烧越旺。,好一似火上浇油，越泼越灼。
心想着：“没事！化不了我！五百年前，老孙大闹天宫，被太上老君放在八卦炉中炼了四十九日，炼成金子心肝，银子肺腑，铜头铁背，火眼金睛。要化我还需要一段时间，且进去看看他到底想干嘛！”,一条心又想着道：“没事！化不得我！老孙五百年前大闹天宫，被太上老君放在八卦炉中炼了四十九日，炼成个金子心肝，银子肺腑，铜头铁背，火眼金睛，那里一时三刻就化得我？且跟他进去，看他怎的！”
鹁鸽敢与鹰鹞为敌？,鹁鸽敢和鹰鹞敌？
八戒喊道：“你这急躁的家伙，简直就是个急躁的猴子！慢慢来，等我把他哄到高处，你再挡在河边，让他无法回头，这样就能抓住他了！他进去后，什么时候愿意出来呢？”,八戒嚷道：“你这弼马温，真是个急猴子！你再缓缓些儿，等我哄他到了高处，你却阻住河边，教他不能回首呵，却不拿住他也！他这进去，几时又肯出来？”
行者说：“先看看师父走。”,行者道：“且见师父去。”
三藏看完后，走上高楼，发现楼上确实有四众的塑像。,三藏看毕，才上高楼，楼上果装塑着他四众之象。
小妖们拿出绳子，换上新的，然后把它们安放在洞门内，不再提起。,众小妖拿出来、换了口绳，安于洞门内不题。
他三个人升起祥云，离开城市。,他三个遂纵起祥云，出城而去。
八戒一坐下就开始狼吞虎咽地吃大馒头，行者却提醒道：“别着急！”,及坐下时，八戒就抢大馒头吃，行者道：“莫忙哩！”
"""听了这番话，行者走到近前答道：“师傅啊，你只知道月光的美丽，心中怀有故乡之情，却不知在月中隐藏着深刻的含义，那是一种先天般的法术，也是规矩的象征。""",”行者闻言，近前答曰：“师父啊，你只知月色光华，心怀故里，更不知月中之意，乃先天法象之规绳也。
那位老人战战兢兢，无法开口说话，还说自己耳朵聋了，不予理睬。,那老儿战战兢兢，口不能言，又推耳聋，一句不应。
八戒笑着说：“他让你受苦了，如果还没下雨，就点把火把账算清楚吧！”,”八戒笑道：“他害你了，若还没雨，拿上柴蓬，一把火了帐！
众神遵从命令后退。,众神遵依而退。
在五更三点的时候，国王立刻登上殿堂开始处理朝政，放眼望去：宫殿敞开，紫气高升，微风轻拂着御乐声，穿透苍穹。,五更三点，国王即登殿设朝，但见：宫殿开轩紫气高，风吹御乐透青霄。
行者问道：“发生了什么变化？”,行者道：“怎么变么？”
小道问道：“你为什么吃了，还没举手？”,小的道：“你不曾举口，怎么就吃了？”
大圣粗心被骗，牛王大胆地欺骗了扇子。,粗心大圣将人骗，大胆牛王把扇诓。
行者说：“要走十万八千里，走了十停中还不到一半。”,行者道：“十万八千里，十停中还不曾走了一停哩。”
进入妖精的道场时，她说道：“别怀疑，他是我的老朋友，你可以进来。”,妖精进去道：“你休疑忌，他是我的故人，你进来。”
行者接过钵盂，告诉沙僧：“兄弟，不要继续前行了，要好好保护师父，在这里稳坐等待我回来化斋后，再去往西边。”,行者接钵盂在手，吩咐沙僧道：“贤弟，却不可前进，好生保护师父稳坐于此，待我化斋回来，再往西去。”
在金头揭谛的引导下，一驾祥云飘然而至，很快就降落在南海边。他们沿着祥光来到了落伽山紫竹林，然后向金甲诸天和木叉惠岸传达了他们的旨意，终于见到了菩萨。, 却说金头揭谛一驾云，早到了南海，按祥光，直至落伽山紫竹林中，托那金甲诸天与木叉惠岸转达，得见菩萨。
授予元帅管理天河的权力，统领水兵彰显宪令。,敕封元帅管天河，总督水兵称宪节。
让老猪去问他一些可靠的消息。,等老猪去问他个实信来。
如何治疗那人参果，它是仙木的根。,那人参果乃仙木之根，如何医治？
长老不敢反驳，行者擦了擦眼泪，说：“师父别生气，这么有钱，不珍惜还怎么办呢？”,长老不敢回言，把行者抹了两抹，止不住落下泪来，行者道：“师父切莫烦恼，这般富贵，不受用还待怎么哩？”
在激烈的战斗中，突然传来鸾鹤的声音，祥光缥缈，抬头望去，只见南极老人星闪烁着光芒，老人手持寒光，说道：“大圣小心，天蓬停下，老道前来致意。”,正当喊杀之际，又闻得鸾鹤声鸣，祥光缥缈，举目视之，乃南极老人星也，那老人把寒光罩住，叫道：“大圣慢来，天蓬休赶，老道在此施礼哩。”
行者敲击锤子，发出连续的响声。,行者揲揲锤锤的叫了一遍。
沙僧问：“帖上写的是什么内容？”,沙僧问道：“哥哥，帖儿上是甚么话头？”
八戒说：“放心去吧，我们会处理的。”,八戒道：“哥哥放心前去，我等理会得。”
在山前常常可以看到弥漫着白云和黑雾的景色。,山前常见骨都都白云，扢腾腾黑雾。
我在心里想着：“我的徒弟们一定在到处找我！”,暗想道：“我徒弟们不知在那里寻我哩！”
八戒说：“我虽然胃口很大，但也要入乡随俗。”,”八戒道：“我虽食肠大，却也随乡入乡是。
行者按着祥光，走到驿庭上，听到他三人还在念着“南无救生药师佛”。,行者按下祥光，径至驿庭上，只听得他三人还念“南无救生药师佛”哩。
独自坐在洞中，躺在石案上，把宝剑斜靠在旁边，把扇子插在肩后，昏昏沉沉地睡着了。这是因为心情愉悦，精神就更加爽朗；如果感到郁闷，就容易感到困倦。,独自个坐在洞中，蹋伏在那石案之上，将宝剑斜倚案边，把扇子插于肩后，昏昏默默睡着了，这正是人逢喜事精神爽，闷上心来瞌睡多。
三藏骑马前行，看到许多人被击败，他匆忙放开马匹，向西奔逃。,三藏在马上，见打倒许多人，慌的放马奔西。
那村里的家庭，一户传十，十户传百，百户传千，无论老少，都来观看。,那庄上人家，一个传十，十个传百，百个传千，若老若幼，都来接看。
流水迎面向前，波涛翻滚；高崖屹立在后，连接着地下的龙脉。,活水迎前，通天迭迭翻波浪；高崖倚后，山脉重重接地龙。
老妖传授给孩子们取麻索的方法，将它们解开，然后一个个捆绑起来，结果每个人都变得柔韧无力，皮肤皱巴巴的。,老妖教小的们取了三五十条麻索，解开搭包，拿一个，捆一个，一个个都骨软筋麻，皮肤窊皱。
行者问道：“你说的是什么？”,行者道：“你说甚么？”
