input,output
第四支队：扑天雕李应，副将九纹龙史进，小尉迟孙新，带领着一千小喽罗。,第四拨：扑天雕李应，副将九纹龙史进，小尉迟孙新，部领小喽罗一千。
"大王倒了一杯酒，然后说：""我先和夫人见面，然后再来喝酒也不迟。""","那大王把了一杯，便道：""我且和夫人厮见了，却来吃酒未迟。"""
但玉娇枝早已投入井中身亡。,玉娇枝早已投井而死。
吴用说：“不要再说。俗话说：‘隔墙有耳，窗外有人。’”,"吴用道：""休得再提。常言道∶""隔墙须有耳，窗外岂无人？"
辽兵将大块青石重重叠叠填塞住这条出路。,原来被这辽兵重重叠叠将大块青石，填塞住这条出路。
宋江说：“实话实说：我们担心高太尉回京后不会提起招安的事情。之前宿太尉在华州献过香，曾经与我有过一面之缘。现在打算派人去他那里请求帮助，让他帮忙在皇帝那里提出建议，一起完成这件事。”,宋江道；“实不瞒相公说：我等疑高太尉回京，必然不奏招安一节。宿太尉旧日在华州降香，曾与宋江有一面之识。今要使人去他那里打个关节，求他添力，早晚於天子处题奏，共成此事。”
说完话，突然射出一箭，准确地击中了史进，史进翻身下马。,说言未了，飕的一箭，正中史进，□下马去。
贼将縻等已经率兵抵达宛州，一支小部队在路边报告情况。,再说贼将縻等引兵已到宛州，伏路小军报入宛州来。
确定了分拨人马，每个人都得到了金帛，被催促着准备出发。,分拨人马已定，各赐金帛，催促起身。
"卢俊义无法抵挡，但宋江的中军赶到，公孙胜右手持入云龙，口中念着咒语，喝道：""快！""","卢俊义正在抵挡不住，却得宋江中军兵到，右手下""入云龙""公孙胜，口中念念有词，喝声道：""疾！"""
吴用说：“我代替哥哥去一趟。”,吴用道：“小生替哥哥走一遭。”
徐宁和韩滔率军冲向东门，安士荣无法抵挡，被徐宁刺死，然后徐宁打开城门，让林冲等将士进入城内。,徐宁同韩滔领兵杀奔东门，安士荣抵敌不住，被徐宁戳死，夺门放林冲等众将入城。
"那位汉子说道：""有一位是沧州横海郡柴世宗的子孙，他的名字叫做小旋风柴进。""","那汉道：""一个是沧州横海郡柴世宗的子孙，唤做小旋风柴进柴大官人。"""
宋江下令军队继续追击。,宋江便调军马追赶。
"朱仝仍然把地板盖上，还把供床压住，打开门，拿起朴刀，走出来说道：""真的一点线索都没有在庄里。""","朱仝依旧把地板盖上，还将供床压了，开门，拿朴刀，出来说道：""真个没在庄里。"""
早早地便来到了府邸前。,却早来到府前。
吴学究说：您可以放心了。,吴学究道：足下放心。
在山的月色中，铁马嘶鸣；在秋天的夜晚，玄猿欢啸，云雾弥漫。,铁马夜嘶山月晓，玄猿秋啸暮云稠。
家家户户的老幼匆忙，孩子们哭泣，大人忙着逃生。,百姓人民，家家老幼慌忙，户户儿啼女哭，大小逃生。
在右边阵内，门旗下的人分开，鸾铃响起。杨志手持枪出马，来到阵前，停住马，横着枪，展现出了勇猛的姿态！,右边阵内门旗下，看看分开鸾铃响处，杨志提手中枪出马直至阵前，勒住马，横着枪在手，果是勇猛！
在穿过草屋后，宋江停下了马，站在一棵绿杨树下，迎接那两个女头领解著董平。,却说宋江过了草屋，勒住马，立在绿杨树下，迎见这两个女头领解著董平。
离开铁匠家后，智深走了不到三二十步，看到一个酒望子挂在房檐上。,智深离了铁匠人家，行不到三二十步，见一个酒望子挑出在房檐上。
"西门庆笑着说：""你看这风婆子！总是喜欢开玩笑！""","西门庆笑道：""你看这风婆子！只要扯着风脸取笑！"""
在山峦和溪水之间，只一条道路蜿蜒而过，两匹马无法盘旋而过。,一边是山，一边是溪，只中间一条路，两匹马盘旋不得。
当两人抵达关口时，他们发现两边都是整齐划一的队伍和旗帜；再过了两座关口，他们才到达寨口。,二人进得关来，两边夹道旁摆着队伍旗号；又过了两座关隘，方才到寨门口。
三位女将，各自手持六把钢刀，一把画戟，六条臂膀，在马上相互对峙：宛如风中飘零的玉屑，雪中散落的琼花，两军将士们，目不转睛地观看着这一场激烈的对决，仿佛连眼睛也陶醉在其中。,三个女将，六条臂膊，四把钢刀，一枝画戟，各在马上相迎着：正如风飘玉屑，雪撒琼花，两阵军士，看得眼也花了。
孙立早就注意到了，在马背上不停地来回移动。,孙立早已偷眼见了，在马上左来右去。
"小喽罗回答说：""那么多客人看到我们气势汹汹地过来，都赶紧扔下车子、头口和行李，赶紧逃跑；根本没有伤害他。""","小喽罗答道：""那许多客人见我们来得头势猛了，都撇下车子，头口，行李，逃命去了；并不曾伤害他一个。"""
来到瓦子前，听到勾栏内锣声响起，李逵决定进去，燕青只能挤在人堆中，听到上面说评书，正在讲《山国志》，说到关云长刮骨疗毒。,来到瓦子前，听的勾栏内锣响，李逵定要入去，燕青只得和他挨在人丛里，听的上面说平话，正说《山国志》，说到关云长刮骨疗毒。
这个田虎实际上是吴用指导孙安在南军中选择了一个与田虎长得很像的士兵，然后依样画葫芦地装扮他；而背后的尚书都督则是由解珍、解宝等数人假扮的。,原来这个田虎，乃是吴用教孙安拣择南军中与田虎一般面貌的一个军卒，依着田虎妆束；后面尚书都督，却是解珍，解宝等数人假扮的。
三人决定前往梁山泊，一路上默默前行，很快到达了朱贵酒店。他们先派人上山寨通报。,三个取路投梁山泊来，於路无话，早到朱贵酒店，先使人上山寨报知。
宋江听了这段情况的说明，感到非常悲伤。,宋江见说这段情由，颇觉凄惨。
身上缠着各种颜色的丝带，手持刻着松纹的古剑。,腰系杂色彩丝□，手仗松纹古定剑。
管营道问道：“你我素昧平生，恕我冒昧，请问官人尊姓大名？”,"管营道：""素不相识，动问官人高姓大名？"""
栾廷玉朝着荒草丛中望去，然后骑马进入了其中。,栾廷玉便望荒草之中，跑马入去。
四个壮汉被分付过卖造。,分付过卖造四个壮面来。
在那个时候，将军的马已经被撤回城中驻扎，只留下右丞相祖士远、参政沈寿、佥书桓逸、元帅谭高和守将伍应星等人在商讨着如何应对宋兵的来袭。他们问道：“宋兵已经逼近，我们应该如何应对呢？”,"那时已将军马退入城中屯驻，却和右丞相祖士远、参政沈寿、佥书桓逸、元帅谭高、守将伍应星等商议；""宋兵已至，何以解救？"""
宋江说，第二天不需要一支部队骑马，所有的头领都要徒步作战。,宋江道：明日并不用一骑马军，众头领都是步战。
手持钢枪无敌，骏马腾云飞驰，武艺超群无人能及。,丈二钢枪无敌手，身骑快马腾云，人材武艺两超群。
不一会儿，便来到了一个地方。,没多时，渐渐到一个处所。
宋江在家中不仅要照顾年迈的父亲，还要承担家务，他从未有过一天懈怠，又怎么敢违背父亲的教导，让他受到负担呢？,家中上有老父在堂，宋江不曾孝敬得一日，如何敢违了他的教训，负累了他？
"这位马兵姓朱，名叫仝；身高八尺四五，留着一脸浓密的胡须，身高一尺五寸；脸上轮廓分明，眼神如星光闪烁，酷似关羽；在县内被人们称为""美髯公""；本是一名富家子弟，但因他仗义疏财，结交江湖义士，学会了出色的武艺。","这马兵都头姓朱，名仝；身长八尺四五，有一虎须髯，长一尺五寸；面如重枣，目若朗星，似关云长模样；满县人都称他做""美髯公""；原是本处富户，只因他仗义疏财，结识江湖上好汉，学得一身好武艺。"
朱仝手持长枪，一招毙命，将苟正从马上挑下。,美髯公朱仝，一枪把苟正刺下马来。
汤隆道建议：最好；我们三个人一起搭车去泰安州转转。,汤隆道：最好；我三个要搭车子，也要到泰安州去走一遭。
鸟儿在这里飞来飞去，有时还在潮湿的地面上摸索着，找不到落脚之地。,甚鸟东西在这里，又去这边摸时，底下湿漉漉，没下处。
"街坊们问：""大郎为什么生病去世了？""","众街坊问道：""大郎因甚病患便死了？"""
在炎热的天气里，王庆被禁子扛着前行，一日的行程只能到达四五十里，在路途中难免要休息一下，以免睡着时滚烫的汤水烫伤。,禁子将王庆扛天气炎热，一日止行得四五十里，在路上免不得睡死人，不滚汤。
武松举起刀，毫不迟疑地刺了一刀，然后将这两个尸体拖到灶前，熄灭了厨房里的灯火，在月光的照耀下，小心翼翼地走进堂内。,武松手起一刀，也杀了，却把这两个尸首拖放灶前，灭了厨下灯火，趁着那窗外月光一步步挨入堂里来。
宋江说：“军师说得真有见地。”,宋江道：“军师言之甚妙。”
阮小二说：“我们一起去找他吧。”,"阮小二道：""我们一同去寻他便了。"""
郓哥说：“又来了！我早就知道你是这样的人！那两个人已经玩得很开心了！只要你出来，就会和王婆一起在房间里玩，你还在假装问真假！”,"郓哥道：""又来了！我道你是这般的鸟人！那厮两个落得快活！只等你出来，便在王婆房里做一处，你兀自问道真个也是假！"""
直到天亮，才到孟州府投诉。,捱到天明时分，却来孟州府里告状。
燕青砍伐树木，在桥两旁搭建浮桥，成功让军队顺利渡河，二万军人安然无恙。,幸得燕青砍伐树木，于桥两傍，刚搭得完浮桥，军士得渡，全活着二万人。
拿起肉，劝戴宗、李逵吃鱼，喝几口汤。,拿起筋来，相劝戴宗，李逵，自也了些鱼，呷几口汤汁。
十七个梁山泊头领带着一百多名小喽罗冲杀过来。,这一行梁山泊共是十七个头领到来，带领小喽罗一百余人，四下里杀将起来。
宋江、吴用、朱武登上云梯，仔细观察辽兵的阵势，他们发现三队辽兵相互连接，左右互相对应。,宋江，吴用，朱武上云梯观望了辽兵阵势，三队相连，左右相顾。
李逵连连点头，然后退了出去。,李逵喏喏连声而退。
宋江等人成功退回到寿春县边界。,宋江等却好退到寿春县界。
经过的州县村坊没有受到侵扰。,所过州县村坊并无侵扰。
"方腊说道：""决定让殿前金吾上将军、内外诸军都招讨的皇侄方杰担任正先锋，让马步亲军都太尉骠骑上将军杜微担任副先锋，统领帮源洞大内护驾御林军一万三千名士兵，还有三千余名战将一同前进。""","方腊道：""着殿前金吾上将军内外诸军都招讨皇侄方杰为正先锋，马步亲军都太尉骠骑上将军杜微为副先锋，部领帮源洞大内护驾御林军一万三千，战将三千余员前进。"""
"戴宗说：""不用，含那亭上有人在卖酒。""","戴宗道：""不用；如含那亭上有人在里面卖酒。"""
关公笑着说：“大丈夫死生不惧，何况只是一只手？不需要用铜柱铁环，割掉又何妨！”,"关公大笑道：""大丈夫死生不惧，何况只手？不用铜柱铁环，只此便割何妨！"""
林冲自此再不提起。,林冲再也不问。
鲁提辖迅速走到大街上。,鲁提辖早拔步在当街上。
上皇说：“我想起宋江、卢俊义征讨四方敌人，掌握着十万大军，却没有恶念。现在他们已经改邪归正，怎么会背叛朝廷呢？我从来没有对不起他们，他们怎么能背叛朝廷呢？可能有什么阴谋，无法确定真假，难以信任。”,"上皇曰：""朕想宋江、卢俊义征讨四方虏寇，掌握十万兵权，尚且不生歹念。今已去邪归正，焉肯背反？寡人不曾亏负他，如何敢叛逆朝廷？其中有诈，未审虚的，难以准信。"""
却减少了御赐官酒的半瓶，肉的质量也减少了六两。,却将御赐的官酒，每瓶约有半瓶，肉一斤，克减六两。
史进爬上梯子问道：“为什么你们两个选择在这个半夜三更来袭击我的庄寨？”,"史进上梯子问道：""你两个都头，何故半夜三更来劫我庄上？"""
小二说：你可以放心离开，这里禁止地面小人。,小二道：但放心自去，这里禁城地面，并无小人。
吴学究和宋江，作为客帐司的官员，看到贺太守带领着三百多名携带刀剑的公职人员走了进来。,客帐司吴学究、宋江，见贺太守带著三百余人，都是带刀公吏人等入来。
在今年的春天，我来到了枪竿岭北边，发现了一匹优良的马匹，它洁白如雪，全身没有一根杂毛。,今春去到枪竿岭北边，盗得一匹好马，雪练也似价白，浑身并无一根杂毛。
林冲立刻要求洒保安排一些酒来招待。他说道：“为什么还要这么大方地分酒给我？真是不好意思。”,"随即叫洒保安排分例洒来相待.林冲道:""何故重赐分例酒食?拜扰不当。"""
戴宗得知圣旨已下达，向宿太尉告别后离开东京，启动神行法，第二天便抵达了昭德城。,戴宗已知有了圣旨，拜辞宿太尉，离了东京，作起神行法，次日已到昭德城中。
"阮小二叹了口气，说：""不要说了。""","阮小二叹了一口气，道：""休说。"""
当夜晚降临，梁中书召杨志到厅前。,当晚，梁中书唤杨志到厅前。
过了一阵，客帐司才领着两人走到面前，跪下参拜。,客帐司半晌，方引二人过去参拜了，跪在面前。
五人不说话，走向目的地。,不说五人去了。
来了一堆箱子、笼子和其他物品，需要寄存！,有箱笼什物搬来寄顿！
关胜迅速将刀挡在胸前，刀刃正对着刀口，火花四溅。,关胜急把刀一隔，正中著刀口，迸出火光。
武松走进房间，拿起火柴点燃火焰。,武松自在房里拿起火箸簇火。
在漫长的旅途中，正值冬季末期，景色荒凉。,路上行程，正值暮冬，景物凄凉。
在宋阵中，河北降将金鼎、黄钺一同冲出，金鼎手持金鼎，黄钺手持黄钺，共同向敌人发起冲锋，大声喝骂道：“背叛国家、作恶多端的贼人，根本不值一提！”,"宋阵中河北降将金鼎，黄钺，要干头功，两骑马一齐抢出阵来，喝骂道：""反国逆贼，何足为道！"""
背着包裹，拿起水火棍，扶着林冲，帮他拿包裹，一起走出树林。,依前背上包裹，拾了水火棍，扶着林冲，又替他拿了包裹，一同跟出林子来。
李逵说：亲爷爷！,李逵道：亲爷！
在左右两侧，已经有一些头领等候在那里，一听到号炮声响起，他们就前来协助。,左右两边，已有头领等候，只听号炮响，前来策应。
宋江下令，让暂停追赶辽兵，返回独鹿山，好好安置被困人员。,宋江传令，教且休赶辽兵，收军回独鹿山，将息被困人马。
宋江回到忠义堂，举行众头领的宴席。他说：“虽然朝廷的旨意不明，你们也太冲动了。”,却说宋江回到忠义堂上，再聚众头领筵席，宋江道：“虽是朝廷诏旨不明，你们众人也忒性躁。”
"小说记载，你昨天出门后，只看到一行人将着轿子说：""家长在城外客店里中暑，快叫老小来救。""","老小说道：""你昨日出门之后，只见这一行人将着轿子来说：""家长只在城外客店里中了暑风，快叫取老小来看救。"
在高太尉身边的一位名叫节度使王焕的勇士，手持枪支，毫不犹豫地冲出，与索超展开激烈的战斗。,高太尉身边节度使王焕，挺枪便出，与索超交战。
宋江独自一人点燃香袅，默默进行祈祷，然后悄悄地占卜了一卦。,宋江又自己焚香祈祷，暗卜一课。
担心可能会失败，于是分出一些人去帮助曾魁。,却恐有失，便分人去帮助曾魁。
"看到戴宗进来，我赶紧迎上去，告诉他：""我前几天进城来，到处都找遍了；因为贤弟不在，我感觉无聊，自己在浔阳楼上喝了一瓶酒。这两天我感觉有点晕乎乎的，正在这里因为酒不舒服。""","见戴宗入来，慌忙迎接，便道：""我前日入城来，那里不寻遍；因贤弟不在，独自无聊，自寸浔阳楼上饮了一瓶酒。这两日迷迷不好．正在这里害酒。"""
在高处望见的宋江，只需用鞭梢轻轻指了一下，便率领着大军迅速杀向战场。,宋江在高阜看见，鞭梢一指，大军卷杀过去。
"鲁达说：""再要十斤寸金软骨，要仔细切碎做成臊子，不要有肉块。""","鲁达道：""再要十斤寸金软骨，也要细细地剁做臊子，不要见些肉在上面。"""
在那个时候，兀颜延寿率领着两万多军队，与太真驸马、李金吾一起，共同指挥着三万五千人的队伍，整顿着枪、刀、弓箭等武器，一切准备就绪，准备出发。,话说当时兀颜延寿将引二万余军马，会合了太真驸马，李金吾二将，共领三万五千番军，整顿枪刀弓箭，一应器械完备，摆布起身。
赵安抚高兴地写信向朝廷汇报。,赵安抚听了大喜，一面写表申奏朝廷。
林冲要求取来金疮药，涂抹在伤口上。,林冲叫取金疮药敷贴上。
众人看到白秀英被击毙后，将雷横押送至县衙，前来举报并详细陈述了前因后果。,众人见打死了白秀英，就押带了雷横，一发来县里首告，见知县备诉前事。
大家都认为公事公办只会让宋江难堪，不愿意动手；但抓唐牛儿时，却不能拖延。,众做公的只碍宋江面皮，不肯动手；拿唐牛儿时，须不担搁。
卢俊义教导戴宗，让马灵立即前往宋先锋处报告胜利的消息，然后与副军师朱武一起商讨下一步的行动计划。,卢俊义教戴宗，马灵往宋先锋处报捷，即日与副军师朱武计议征进不提。
当天酒喝完了，一整夜都没说什么话。,当日酒散，一宿无话。
在四周环绕着一条宽阔的河流，两岸长满了翠绿的垂杨大树，树荫下是一堵粉色的墙壁。,四下一周遭一条阔河，两岸边都是垂杨大树，树阴中一遭粉墙。
当官军急迫地想要撤退时，却发现后面已经被堵住了，无法迅速退却。,官军急要退时，後面又塞定了，急切退不得。
张清与潘交战，穆弘与程胜祖相持，右军陷入激烈对抗。,右军是张清和潘交战，穆弘共程胜祖相持。
第二天，举办了一场盛大的宴席，邀请了燕青和李逵前来庆贺。,次日，设筵宴与燕青，李逵作贺。
"酒保说：""可以，可以去。""","酒保听得道：""不妨，不妨。只顾去。"""
兹尔辽国背弃天命，多次侵犯边界，应该被一举消灭。,兹尔辽国，不遵天命，数犯疆封，理合一鼓而灭。
大家都说：“你戴着枷，怎么拿棒子？”,"众人都道：""你项上带着个枷儿，却如何轮棒？"""
推开窗户，可以看到七八间草屋用来存放仓库，四周都是马草堆，中间有两座草厅。,推开看里面时，七八间草屋做着仓廒，四下里都是马草堆，中间两座草厅。
众多英雄豪杰大声呼喊，手持武器，一同冲出庙宇，迎战敌人。,众好汉呐声喊，都手中军器，齐出庙来迎敌。
详细讲述了陆虞侯所设的计谋。,又把陆虞候设的计细说了。
兀颜统军说：“你说的对。给你五千突骑，二万精兵，做先锋。立即和太真驸马、李金吾一起行动。如果有消息，马上通知。”,兀颜统军道：“吾儿言见得是。与汝突骑五千，精兵二万，就做先锋，即便会同太真驸马，李金吾，刻下便行。如有捷音，火速飞报。”
当天武大扛着担子，出去做生意。,当日武大挑了担儿，自出去做买卖。
只需要稍微磨砺一下，我会拿过来交给你。,只是磨他一会，我叫取来还你。
直到半夜，众头领才纷纷离开酒桌。,众头领饮酒至半夜方散。
杨志在辰牌时分起床，到了申时便停下来。,杨志却要辰牌起身，申时便歇。
他在城上放箭，有人左右遮抵着牌手，鲍旭在后面呐喊。,由他城上放箭，自有牌手左右遮抵著，鲍旭却在後面呐喊。
石秀说：“我有地方，请哥一起去。”,"石秀道：""兄弟自有个所在，请哥哥便行。"""
当时两人上了樊楼，坐进一个阁子里，对酒保说：“拿两瓶颜色好的酒来。”,当时两个上到樊楼内，占个阁儿，唤酒保分付，叫取两瓶上色好酒。
当晚酒足饭饱后，大家都各自回客房休息。,当日饮酒至晚，各自去客房里歇息。
在那个时候，张清和琼英已经攻进了东门，命令孙安守在东门。他们俩正与敌人激战，宋江等将带领着军队冲进东门，夺取了城池，击退了敌人，并在四门插上了宋军的旗帜。,那时张清，琼英进了东门，教孙安据住东门，张清，琼英正与贼军鏖战，因此，宋江等将佐兵马，抢入东门，夺了城池，杀散贼兵，四门竖起宋军旗号。
太公说道：“他是个无情之人，杀人不眨眼，你怎么能让他改变心意呢？”,"太公道：""他是个杀人不贬眼魔君，你如何能够得他心转意？"""
看到庄门时，看到那位先生身高八尺，容貌庄严，长相奇特，正在庄外绿槐树下，一边打着，一边口中说着：“认不出好人！”,"到庄门前看时，只见那个先生身长八尺，道貌堂堂，生得古怪，正在庄门外绿槐树下，一头打，一头口里说道：""不识好人！"""
"两人带林冲到堂前，说：""教头，你在这里等着，我去找太尉汇报。""","两个又引林冲到堂前，说道：""教头，你只在此少待，等我入去禀太尉。"""
坐下的是两个公人。,两个公人亦就坐了。
李逵说：你用的是什么技巧，让大家纷纷喝彩！,李逵道：你使得甚麽鸟好，教众人喝采！
"李逵恭恭敬敬地拜了三拜，心里暗自盘算：""哎呀，少拜了一次！""","李逵端端正正朝上拜了三拜，心中想道：""阿也！少了一拜！"""
每隔二十里就有一站，一路前行。,节次进发，只隔二十里而行。
杨林认出了，是住在这里的。,杨林住了，认得。
宋江指着高廉大声斥责：昨晚我没有赶到，导致兄弟们错失了一阵。,宋江指著高廉骂道：昨夜我不曾到，兄弟误折了一阵。
那个贼一边念着经文，一边快步走向淫妇面前。,那贼一头念经，一头趋到淫妇前面。
再不投降，就晚了！,还不下马受缚，更待何时！
早晚我都会赶到京城，将你那个欺君贼臣高俅斩尽杀绝，才算心满意足！,我早晚杀到京师，把你那厮欺君贼臣高俅碎尸万段，方是愿足！
戴宗向宋江道歉：“对不起，我带这个人来见你，实在有些丢脸，让他杀了你！”,"戴宗对宋江说道：""兄长休怪。小弟引这人来相会，全没些个体面，羞辱杀人！"""
那个叫武都头的正是谁呢？下回再见。,毕竟叫唤武都头的正是甚人，且听下回分解。
武行者说：“又来捣乱了！这条高岭这么安静，有什么人在笑！”,"武行者道：""又来作怪！这般一条静荡荡高岭，有甚麽人笑语！"""
公孙胜说道：“大哥，这说的是天机玄妙之言，不能泄露。既然已经收取了，可以终身受用，不要只顾猜疑。师父的教诲，以后才能明白。”,公孙胜道：“兄长，此乃天机玄语，不可泄漏。收取过了，终身受用，休得只顾猜疑。师父法语，过後方知。”
在前进的路上，突然听到有人在背后喊道：“林教头，你在这里干什么？”,"正行之间，只听得背后有人叫道：""林教头，如何却在这里？"""
吴用想了想，决定道：“这家酒店可能不太好说话。今晚肯定得在他家暂住，但到那里该怎么办呢。”,"吴用寻思道：""这酒店里须难说话。今夜必是他家权宿，到那里却又理会。"""
"西门庆说：""那个唱慢曲的张惜惜，我看着像是外地人，不喜欢。""","西门庆道：""便是唱慢曲儿的张惜惜；我见他是路歧人，不喜欢。"""
听完宿太尉的奏请，天子龙颜大悦，随即向众官询问，大家皆表示赞同。,天子听罢宿太尉所奏，龙颜大喜，询问众官，俱言有理。
领了台旨的何观察回到机密房，召集了众多公职人员，经过整选，选出了五百多人，让他们各自准备所需物品和器械。,何观察领了台旨，再回机密房来，唤集这众多做公的，整选了五百余人，各各自去准备什物器械。
当讨论进行时，一名小校匆匆走来报告，宋江的军队正迅速向蓟州驰援而来。,正商议间，小校来报，宋江军马，杀奔蓟州来。
那些被烧毁的船只，被下令让小校们搬去当柴火，而那些尚未被烧毁的船只则被拘留在水寨中。,烧了的船，令小校搬运做柴，不曾烧的，拘收入水寨。
孔亮兄弟，你去梁山泊请宋公明来攻城，是最好的计划。,孔亮兄弟，你亲身星夜去梁山泊请下宋公明来并力攻城，此为上计。
宋江每天陪着武松一起喝酒，这让他前病不再发作。,却得宋江每日带挈他一处，饮酒相陪，武松的前病都不发了。
那个人站起身来，命令道：“你们两个就在这个茶坊等着我。”,那人便起身吩咐道：“你两个只在此茶坊里等我。”
把银两和米粮都给了和尚。,便把银两、米粮，都与了和尚。
从这个时候开始，连续五天都在下着雨，上面的遮雨棚已经漏水，下面的水清澈见底，士兵们做饭和站立的条件变得非常糟糕，弓变得软弱无力，箭的翎也脱落了，各营的士兵和马匹只能守在营地，无法移动。这种情况让人无法忍受。,自此霖雨一连五日不止，上面张盖的天雨盖都漏，下面又是水渌渌的，军士不好炊爨立脚，角弓软，箭翎脱，各营军马，都在营中兀守，不在话下。
宋江一看，这群人都是魁梧健壮的汉子，正跪在堂前禀告：“我们是几个从凤翔府赶来的，如今正在泰安州上香。今天是三月二十八日，天齐圣帝的生日，我们都去台上比武，连续三天在那里比试棍棒，光是我们这一队就有上千对。今年还有个厉害的对手，是太原府的人，名叫任原，身高一丈，自称‘擎天柱’，口出狂言，声称：‘世间无敌手，争霸天下第一。’”,宋江看时，这伙人都是彪形大汉，跪在堂前告道：“小人等几个直从凤翔府来，今上泰安州烧香。目今三月二十八日天齐圣帝降诞之辰，我每都去台上使棒，一连三日，何止有千百对在那里。今年有个扑手好汉，是太原府人氏，姓任，名原，身长一丈，自号“擎天柱”口出大言，说道：“相扑世间无对手，争交天下我为魁。
在冲阵马亡于青嶂下，孙安等急退不迭，戏波船陷于绿蒲中。杨志身临其中。,杨志，孙安等急退不迭，正是冲阵马亡青嶂下，戏波船陷绿蒲中。
朕已经多次下令枢密院出兵，但至今未收到任何汇报。,朕已累次差遣枢密院进兵，至今不见回奏。
在未交锋之前，张清悄悄地隐藏起手中的石子，待时机成熟，一出手便击中了彭的面颊，使得他丢掉了手中的三尖两刃刀，然后迅速回马回到阵营中。,两个未曾交马，被张清暗藏石子在手，手起，正中彭面颊，丢了三尖两刃刀，奔马回阵。
再晚点过来，我就要离开了！,再来迟些，我依前回去了！
大厅上的人们都呆住了。,厅上众人都呆了。
头领们欢欣鼓舞。,众头领大喜。
"西门庆拿起筷子说：""乾娘，帮我劝劝娘子请些东西。""","西门庆拿起箸来道：""乾娘，替我劝娘子请些个。"""
我们与闻焕章参谋一起见了面，一起走进城中帅府商讨。,都与闻焕章参谋使相见了，同进城中帅府商议。
穿过三道关卡，抵达宝珠寺前，眼前呈现出三座殿门，仿佛镜面般平坦的地面，四周环绕着木栅作为城墙。,过得三处关闸，来到宝珠寺前看时，三座殿门，一段镜面也似平地，周遭都是木栅为城。
那个人坐在南面，把卢俊义推倒在堂下草丛中，仿佛是要进行审问。,那人南面正坐，把卢俊义推在堂下草里，似欲勘问之状。
曾骑马带领几十名骑兵出寨迎战。,曾升上马，带领数十骑马军，飞奔出寨搦战。
强贼王庆发现城中的情况发生了变化，于是趁势带领着众多小弟前来袭击房州。,那强贼王庆，见城中变起，乘势领众多喽罗来打房州。
雷横夺取了高廉的首级，然后带领军队下山，首先派人向主帅汇报胜利，宋江已经得知高廉已被击毙，下令军队进入高唐州城内，告诫大家不要伤害无辜百姓；同时发布告示安定民心，保障城内治安；然后前往监狱救出柴大官人。,雷横提了首级，都下山来，先使人去飞报主帅，宋江已知杀了高廉，收军进高唐州城内，先传下将令，休得伤害百姓；一面出榜安民，秋毫无犯；且去大牢中救出柴大官人来。
在城中帅府的高太尉领导下，决定着征进人马的行动；那些缺乏银两的人，不得不前往哨所出战交锋；而那些拥有银两的人，则被留下来在中军，虚报功绩。,高太尉自在城中帅府内，定夺征进人马；无银两使用者，都克头哨出阵交锋；有银两者，留在中军，虚功滥报。
琼英拔出戟，直直地冲向全羽，全羽毫不示弱地迎接着，两人对战了五十多招。,琼英挺戟，直抢全羽，全羽挺迎住，两个又礩过五十余合。
在山寨里建造了大船和房屋，车辆和各种物品；制造了刀剑和军器，还有铠甲和头盔；整理了旗帜和服装，准备了弓箭和箭矢，准备迎击官军。,山寨中添造大船屋宇，车辆什物；打造刀军器，铠甲头盔；整顿旌旗袍袄，弓弩箭矢，准备抵敌官军。
"""哎呀，这不是杨林哥哥吗？"" 道说道。","道：""兀的不是杨林哥哥么？"""
他这两个家伙根本不了解情况，却正好落入了他的陷阱，无法辩解。,不想他这两个不识局面，正中了他的计策，分说不得。
那个汉子走到路边的一个篦头铺，问：“大哥，前面那个押司是谁？”,"只见那汉去路边一个篦头铺里问道：""大哥，前面那个押司是谁？"""
高太尉听到这个消息，勃然大怒：“那个该死的贼配军竟然逃跑，看我怎么能找到他要去哪里！”,"高太尉见告，大怒道：""贼配军在逃，看那厮待走那里去！"""
李雄被琼英飞石击中，手持一画戟，倒下了马来，最终被戟搠死。,李雄被琼英飞石打下马来，一画戟搠死。
李应道说：“两位壮士可以放心了。我这就去拿书，然后就会放回来。”,"李应道；""二位壮士放心。小人书去，便当放来。"""
在远处，杏花盛开的地方，市区的尽头，有一家店挂出了一个草帚。,远远地杏花深处，市梢尽头，一家挑出个草帚儿来。
"突然传来消息：""卢先锋留下宣赞、郝思文、吕方和郭盛，负责管理军队并守卫汾阳府。卢俊义已经夺取了介休和平遥两县，现在派韩滔和彭舾守卫介休，孔明和孔亮守卫平遥，卢先锋则率领众多将领和军队围攻太原县城，但由于雨势阻挡，无法进攻。""","忽报：""卢先锋留下宣赞，郝思文，吕方，郭盛，管领兵马，镇守汾阳府。卢俊义等已克了介休，平遥两县，再留韩滔，彭舾镇守介休县，孔明，孔亮镇守平遥县，卢先锋统领众多将佐军马，见围太原县城池，也因雨阻，不能攻打。"""
在帐中，宋江和吴用一起商讨着进攻的策略。,宋江在帐中，再与吴用计议进兵良策。
在酒杯 half full 的时候，三个人轮流表达他们内心朝夕相处的爱意。,酒至半酣，三人各诉胸中朝夕相爱之念。
