input,output
身高八尺，一跃而起。,腾身长八尺。
玄德大声呼唤张飞，责备他说：“就是你抢了他的马匹，惹来了麻烦！那匹马现在在哪？”,玄德唤张飞责之曰：“都是你夺他马匹，惹起事端！如今马匹在何处？”
珪说：“之前袁公路送金帛给公，想要杀死刘玄德，但公却用射箭化解了；现在他突然来求亲，其实是想用公的女儿作人质，随后就会来攻打刘玄德并夺取小沛。小沛如果失守，徐州也将面临危机。而且他可能会来借粮或借兵：如果公答应了，就会疲于奔命，还得罪别人；如果不答应，就会得罪袁术并引起冲突。听说袁术有称帝的野心，这是在造反。如果他真的造反，那公就成了反贼亲属，岂非将被天下不容？”,珪曰：“前者袁公路以金帛送公，欲杀刘玄德，而公以射戟解之；今忽来求亲，其意盖欲以公女为质，随后就来攻玄德而取小沛。小沛亡，徐州危矣。且彼或来借粮，或来借兵：公若应之，是疲于奔命，而又结怨于人；若其不允，是弃亲而启兵端也。况闻袁术有称帝之意，是造反也。彼若造反，则公乃反贼亲属矣，得无为天下所不容乎？”
在坛下稍作休息，下令士兵轮流吃饭。,下坛入帐中少歇，令军士更替吃饭。
皇帝下诏询问群臣关于灾异的原因，议郎蔡邕上奏疏，认为蜺（蛤蟆）掉下来，鸡（皇后）变成这样，是因为妇寺（皇后和妃嫔）干涉政治所致，言辞直截了当。,帝下诏问群臣以灾异之由，议郎蔡邕上疏，以为蜺堕鸡化，乃妇寺干政之所致，言颇切直。
在第二天的黎明时分，城外的喊声震耳欲聋。,次日平明，城外喊声震地。
无视韩当的劝告，继续猛烈攻城。,遂不听韩当之言，攻城愈急。
在惨败后，霸大失去了大部分士兵；无奈之下，他决定投奔汉中来向后主投降。,霸大败而走，折兵大半；寻思无计，遂投汉中来降后主。
瑞说：“吕布同郡骑都尉李肃对董卓不提拔他感到非常不满。如果派这个人去，董卓肯定不会怀疑。”,瑞曰：“吕布同郡骑都尉李肃，以董卓不迁其官，甚是怀怨。若令此人去，卓必不疑。”
经过沐浴更衣后，一辆四轮车上装载着三辆相同的装饰车辆被推了过来。,即沐浴更衣，推过一般三辆四轮车来，车上皆要一样妆饰。
在冀州的时候，北边边境出现了警情，局势紧张；因此派遣从事中郎徐勋前往发令，让他负责修缮郊庙，保护幼主的安全。,时冀州方有北鄙之警，匪遑离局；故使从事中郎徐勋，就发遣操，使缮修郊庙，翊卫幼主。
许诸、张辽、徐晃、李典等手持武器，守护在前后方。,许诸、张辽、徐晃、李典等，各持兵器，前后拥卫。
操喜说：“庞德这么勇敢，我不用担心了！”,操喜曰：“庞德忠勇如此，孤何忧焉！”
过了几天，完全没有消息，蜀军也没有出现。,住了旬日，绝无音信，并不见蜀将来战。
辛毗骑马冲在最前面，紧随其后的是大军，势如破竹地杀入冀州。,辛毗跃马先入，军将随后，杀入冀州。
孔明说：“司马懿对人不信任。如果秦朗被提升为前将军，那说明他武艺高强；但现在与郑文交战时，只一合就被文杀死，那肯定不是真正的秦朗。因此我知道他是在骗人。”,孔明曰：“司马懿不轻用人。若加秦朗为前将军，必武艺高强；今与郑文交马只一合，便为文所杀，必不是秦朗也。以故知其诈。”
突然来到一个山谷口，看到它的形状像一个葫芦，里面可以容纳1000多人；两座山合并成一个山谷，可以容纳400多人；背后有两座山环抱，只够一个人骑马通过。,忽到一谷口，见其形如葫芦之状，内中可容千余人；两山又合一谷，可容四五百人；背后两山环抱，只可通一人一骑。
曹操在门旗下看了看众将，说：“马超的勇猛不亚于吕布！”,曹操在门旗下回顾众将曰：“马超不减吕布之勇！”
一阵风猛然吹落了它的帽子。,忽然风吹落其帽。
赵云成功摆脱追兵，朝着长坂桥的方向奔去。不远处传来震天的喊杀声，原来是被文聘率军追赶上来了。,赵云得脱，望长坂桥而走，只闻后面喊声大震，原来文聘引军赶来。
城门倒挂着谏章，准备牺牲一死来报答刘璋。黄权失去了牙齿，最终投降了刘备。比起王累的刚直，黄权的忠诚又何尝不如！,倒挂城门捧谏章，拚将一死报刘璋。黄权折齿终降备，矢节何如王累刚！
在曹睿之后，有一位来自河内的人，名叫毛氏；曾经，当曹睿还是平原王的时候，他们俩彼此相爱；后来，曹睿登基为帝，便立毛氏为皇后；然而，随着郭夫人的受宠，毛后的地位便渐渐变得边缘化。,却说曹睿之后毛氏，乃河内人也；先年睿为平原王时，最相恩爱；及即帝位，立为后；后睿因宠郭夫人，毛后失宠。
蔡和说：“我们是曹公派来假装投降的人。如果二位有归顺之意，我可以介绍你们认识。”,蔡和曰：“吾二人乃曹公使来诈降者。二公若有归顺之心，吾当引进。”
孔明下令：“你们俩各自带领本部军队去袭击魏寨。”,孔明曰：“汝二人各引本部军去劫魏寨。”
允说：“这个女孩能够陪在太师身边，一定会获得很多的福分。”,允曰：“此女得侍太师，其福不浅。”
哨马传来消息，称魏兵已经成功地在祁山筑起了九个寨栅。,哨马报说魏兵已先在祁山立下九个寨栅。
早就有消息传入了洛阳。,早有细作报入洛阳。
卓疾康复后，前往朝廷商讨事务。,卓疾既愈，入朝议事。
吕范说：“为什么不让贾华部带领三百刀斧手，埋伏在走廊两旁？如果国太不喜欢，只需发出一声号令，两边同时出击，就能把他擒住。”,吕范曰：“何不令贾华部领三百刀斧手，伏于两廊；若国太不喜时，一声号举，两边齐出，将他拿下。”
香炉中烟雾缭绕，凝聚成一朵华丽的盖子，于吉静静地坐在上面。,忽香炉中烟起不散，结成一座华盖，上面端坐着于吉。
姜维上阵，说：“司马昭把主君放在军中，可能有李傕、郭汜的想法，我受朝廷命令前来惩罚你，如果你还执迷不悟，你的全家都会被消灭！”,姜维出马，指望而言曰：“今司马昭迁主于军中，必有李傕、郭汜之意也，吾今奉朝廷明命，前来问罪，汝当早降。若还愚迷，全家诛戮！”
恢说：“我来是为了当说客。”,恢曰：“特来作说客。”
于是曹植被降封为安乡侯。,于是贬曹植为安乡侯。
两支军队同时出动，迅速离开了御营，导致御营中的军队互相踩踏，尸体堆积如山，无法计数。,两屯军马齐出，奔离御营中，御营军自相践踏，死者不知其数。
玄德大声斥责道：“子龙是我老朋友，怎么可能背叛我呢？”,玄德叱曰：“子龙是我故交，安肯反乎？”
只要年岁雨水调和，就能种植稻谷；但如果不懂熟习，就只好宰杀蛇来烹饪，煮象来充饥。,年岁雨水均调，则种稻谷；倘若不熟，杀蛇为羹，煮象为饭。
操说：“给你十天时间，为什么第九天就失去了潼关？”,操曰：“与你十日限，如何九日失了潼关？”
羽少与皇叔同生死，誓言坚定；天地见证，诚心所愿。,羽少事皇叔，誓同生死；皇天后土，实闻斯言。
总是顺应众人的意见，接受印玺，以增强国家的威望。,辄顺众议，拜受印玺，以崇国威。
国太说：“你就是这样对待我，仿佛我不重要！我姐姐在危难中交代了你什么事情！”,国太曰：“你直如此将我看承得如无物！我姐姐临危之时，分付你甚么话来！”
在这个时候，建安三年夏四月。,时建安三年夏四月也。
无需提及魏兵来袭吴。,不说魏兵袭吴。
这一箭结果了陈横性命的，却是蒋钦。,陈横被蒋钦一箭射死。
马超读了书信，对韩遂说：“曹操虽然答应和解，但他的真实意图难以猜测。如果我们没有做好防备，就会被他所操控。我决定和我叔父轮流指挥军队，今天我守在这里，我叔父去对阵曹操；明天我守在这里，我叔父去对阵徐晃：轮流提防，以防被骗。”,马超得书，谓韩遂曰：“曹操虽然许和，奸雄难测。倘不准备，反受其制。超与叔父轮流调兵，今日叔向操，超向徐晃；明日超向操，叔向徐晃：分头提备，以防其诈。”
衡号啕大哭。,衡放声大哭。
韦身上无一块盔甲，身上被数十枪刺中，仍然顽强地战斗着。,韦身无片甲，上下被数十枪，兀自死战。
在这种情况下，人们开始对当时的官僚体系和主人的荒淫行为感到疑虑和不满。,然一时官僚以后主荒淫，多有疑怨者。
曹操的部队无法抵挡。,曹军不能抵当。
督邮大声说：“你自称是皇亲，虚报功绩！现在朝廷下诏书，就是要清除这些腐败官员！”,督邮大喝曰：“汝诈称皇亲，虚报功绩！目今朝廷降诏，正要沙汰这等滥官污吏！”
引军败退，匆匆向彝陵方向逃去。,桓引败军急望彝陵而走。
甘夫人说：“叔叔离开许都以来，独自走到这里，经历了很多困难，从未要求军队跟随。以前廖化想投靠，叔叔拒绝了，现在为什么偏偏容忍周仓的人呢？我们女子见识有限，叔叔自己考虑吧。”,甘夫人曰：“叔叔自离许都，于路独行至此，历过多少艰难，未尝要军马相随。前廖化欲相投，叔既却之，今何独容周仓之众耶？我辈女流浅见，叔自斟酌。”
孔明说：“你们俩想走，但路不熟。”,孔明曰：“汝二人要去，奈路途不熟。”
法正说：“我觉得刘璋没什么能力，早就想见见刘皇叔了。我们想法一样，还有什么好怀疑的呢？”,法正曰：“吾料刘璋无能，已有心见刘皇叔久矣。此心相同，又何疑焉？”
引程普、黄盖到袁术的寨子见面对话。,坚引程普、黄盖至袁术寨中相见。
卓拿起来看，发现这把刀长尺余，七宝镶嵌，非常锋利，果然是宝刀；然后递给吕布收起来。,卓接视之，见其刀长尺余，七宝嵌饰，极其锋利，果宝刀也；遂递与吕布收了。
权说：“我哥哥曾经说过，内政交给子布，外交全靠公瑾。”,权曰：“先兄遗言：内事托子布，外事全赖公瑾。”
当书来到的时候，可以用来思念父母的辛勤付出，在星光下赶来，以尽孝道；然后慢慢规划着回到故乡，避免遭受灾难。,如书到日，可念劬劳之恩，星夜前来，以全孝道；然后徐图归耕故园，免遭大祸。
带领五百精兵，沿着沔水前往袭击偃城的背后。,晃却自引精兵五百，循沔水去袭偃城之后。
军队渡过江，去攻打和州，直奔皖城而来。,却说军马渡江，取和州，径到皖城。
魏主曹丕得知此事，勃然大怒：“吴、蜀两国联合，显然是想对中原动手。最好还是我先行军征讨他们。”,魏主曹丕听知，大怒曰：“吴、蜀连和，必有图中原之意也。不若朕先伐之。”
绍穿着盔甲，猛地摔倒在地，高声喊道：“真正的男人应该在战场上战斗至死，怎么能躲在墙角期望幸免呢！”,绍以兜鍪扑地，大呼曰：“大丈夫愿临阵斗死，岂可入墙而望活乎！”
左慈说：“大王，您今天准备了水陆盛宴，邀请了众多大臣，带来了各种异域珍品，只差一样东西，我愿意去取来。”,左慈曰：“大王今日水陆俱备，大宴群臣，四方异物极多，内中欠少何物，贫道愿取之。”
关公跃马山巅，众人纷纷庆贺。,关公纵马上山，众将尽皆称贺。
山上箭石如雨，郃无法上山，于是他拍马舞枪，冲出重围，无人敢阻挡他。,山上矢石如雨，郃不能上山，乃拍马舞枪，冲出重围，无人敢当。
马钧被立即召见，问道：“陛下修建高台峻阁，旨在与神仙交流，以求寻找到长生不老的方法。”,即日召马钧问曰：“朕建高台峻阁，欲与神仙往来，以求长生不老之方。”
带着书信的人走了三十多里路，被袁军抓住，被许攸的谋士许攸绑住。,使者赍书而往，行不上三十里，被袁军捉住，缚见谋士许攸。
当太阳升起时，沙水和泥土都已经凝固，城墙也已经建成。,比及天明，沙水冻紧，土城已筑完。
在船上高高竖立着龙凤日月五色旌旗，周围围绕着仪仗队，光芒耀眼。,船上建龙凤日月五色旌旗，仪銮簇拥，光耀射目。
充说：“我愿意为主公早晚会解决这个问题。”,充曰：“某愿为主公早晚图之。”
范大哭了很久，然后走出帐篷说道：“曹子丹自以为聪明！现在我们兄弟三人，只是像猪和牛一样弱小！”,范大哭，出帐曰：“曹子丹以智谋自矜！今兄弟三人，真豚犊耳！”
吴越未得秦晋，婚姻却引发甲兵。,秦晋未谐吴越斗，婚姻惹出甲兵来。
大骂苞：“孙桓！你这个家伙，临死前还敢抵抗天兵吗？”,苞大骂曰：“孙桓竖子！死在临时，尚敢抗拒天兵乎！”
张邈的弟弟张超带来了陈宫来见他。,恰好张邈弟张超引陈宫来见张邈。
众将勃然大怒，立即前往渊城商讨：“我们虽然牺牲，但怎么可能服从叛臣呢？”,众将大怒，急来渊营商议曰：“我等虽死，岂肯从反臣耶？”
布勃然大怒，发誓道：“我一定会亲手除掉这个贼人！”,布怒曰：“吾必杀此贼！”
金祎说：“正月十五日晚上，城里灯火辉煌，庆祝元宵节。耿少府、韦司直，你们各自带领家仆，冲向王必的营地；看到营地起火，分成两路冲杀进去；干掉王必后，直接跟我进入营地，请天子登上五凤楼，召集群臣商讨讨贼之策。吉文然兄弟则在城外发动袭击，放火为信号，各自高声呼喊，号召百姓一起诛杀国贼，拦截城内救援的军队；等天子下达诏书，宣布平叛计划，我们就可以进攻邺郡，擒拿曹操，然后派使者去召刘皇叔。今天约定在二更时分动手。不要像董承一样自取灭亡。”,金祎曰：“正月十五日夜间，城中大张灯火，庆赏元宵。耿少府、韦司直，你二人各领家僮，杀到王必营前；只看营中火起，分两路杀入；杀了王必，径跟我入内，请天子登五凤楼，召百官面谕讨贼。吉文然兄弟于城外杀入，放火为号，各要扬声，叫百姓诛杀国贼，截住城内救军；待天子降诏，招安已定，便进兵杀投邺郡擒曹操，即发使赍诏召刘皇叔。今日约定，至期二更举事。勿似董承自取其祸。”
决定将首都搬迁，要求在来日立即执行。,遂下令迁都，限来日便行。
腾字寿成的家族可以追溯到汉伏波将军马援，他的父亲名叫肃，字子硕。在桓帝时期，他的父亲在天水兰干县担任尉官。后来失去了官职，流落到陇西，与羌族人居住在一起，最终娶了一位羌族女子，生下了腾字寿成。,却说腾字寿成，汉伏波将军马援之后，父名肃，字子硕，桓帝时为天水兰干县尉；后失官流落陇西，与羌人杂处，遂娶羌女生腾。
朱然匆匆离去，公乘立即追上去发动攻击。,朱然便走，公乘势追杀。
关公无法越过，下令军队停止前进，亲自迎战徐晃和许褚。,关公不得过，勒兵再回，徐晃、许褚接住交战。
操说：“我担心他立功后就会离开。”,操曰：“吾恐他立了功便去。”
锣声响起，军队冲过来。,四下里锣声大震，众军杀来。
那个人说：“都督用了埋伏的计谋，杀死了四千多名蜀兵。司马都督告诉将军要停止赌博，要小心提防。”,其人告曰：“今都督用埋伏计，杀蜀兵四千余人。司马都督致意将军，教休将赌赛为念，务要用心提备。”
曹洪喜欢激烈战斗，但徐晃却拼命阻挡他。,曹洪只要厮杀，徐晃苦苦挡住。
两人振作起来，打了一阵，不分胜负。,二人抖擞精神，战到三四十合，不分胜负。
后主笑着说：“黄皓只是一个低级官员，即使掌握了权力，也做不了什么大事。以前董允总是对黄皓非常不满，我也觉得很奇怪。你不必担心。”,后主笑曰：“黄皓乃趋走小臣，纵使专权，亦无能为。昔者董允每切齿恨皓，朕甚怪之。卿何必介意？”
军人用手指着兵马厚重的位置，说道：“主公被围困得很紧要！”,军人以手指兵马厚处，曰：“主公被围甚急！”
带领军队撤离黎阳，封吕旷、吕翔为侯，听命于军队。,操引军退屯黎阳，封吕旷、吕翔为列侯，随军听用。
在程普紧急召回军队时，曹仁和曹洪分别率领两支军队杀了出来。,程普急收军时，曹仁、曹洪分兵两路杀回。
在夜幕降下的時候，突然火光冲天：中央是徐晃和许褚，左边是张郃，右边是夏侯渊。,当夜二更之后，忽然三路火起：正中是徐晃、许褚，左张郃，右夏侯渊。
在北平的太守是公孙瓒，他是第十四镇的指挥官。,第十四镇，北平太守公孙瓒。
韩浩骑马向前劝谏：“赵云可能设下陷阱，我们应该小心。”,韩浩拍马向前谏曰：“赵云诱敌，恐有埋伏。”
吴军一起进攻，夺取了荆州。,吴兵齐入，袭了荆州。
魏军静静地站着。,魏兵端然不动。
禁止任何人进入；而且经常让侍妾送东西，从来没有短缺过。,禁诸人不得入；又常使侍妾送物，未尝有缺。
魏兵随后赶到，发现道路被堵，意识到张郃中计。,却说张郃已死，随后魏兵追到，见塞了道路，已知张郃中计。
军队驻扎在淯水边。,军马至淯水下寨。
维说：“你的实力还不错，敢和我八阵对战吗？”,维曰：“虽然不差，汝敢与吾八阵相围么？”
一剑砍下去，随手倒下。,一剑剁去，随手而倒。
杨奉说：“可以把马的绳子解开，然后连在一起，拴在皇帝的腰上，然后放下船。”,杨奉曰：“可解马疆绳接连，拴缚帝腰，放下船去。”
每个人都感到高兴，没有想要打仗的念头。,各将欣喜，皆无战心。
丁奉驰马迎战。,丁奉纵马来迎。
突然间传来震耳欲聋的呼喊声，东南方向，云长率领军队冲杀而来；西南方向，张飞率军冲杀而来。,忽然喊声大震，东南角上，云长冲突而来；西南角上，张飞引军冲突而来。
关张说：“吕布是个没有诚信的人，不能信任。”,关、张曰：“吕布乃无义之人，不可信也。”
贾充说：“姜维深受孔明的指导，是个棘手的对手。我们需要一个聪明勇敢的将领，去暗中刺杀他，避免不必要的战争。”,贾充曰：“姜维深得孔明传授，急难退之。须得一智勇之将，往刺杀之，可免动兵之劳。”
第二天，先进的是十队，左右埋伏已经准备就绪。,次日，十队先进，埋伏左右已定。
献帝流着眼泪说：“我被这两个贼人欺负很久了！如果能除掉他们，实在是幸运的事情！”,献帝泣曰：“朕被二贼欺凌久矣！若得诛之，诚为大幸！”
大惊的璋立刻跑进了山谷，仿佛迷失了方向。,璋大惊，奔入山谷内，不知所往。
众人好奇地问道：“丞相为何放声大笑？”,众将问：“丞相何又大笑？”
刘封问孟达：“叔父被困，该怎么办？”,刘封谓孟达曰：“叔父被困，如之奈何？”
皇帝召来大将军何进，下令调兵擒拿马元义，最终将其斩杀；接着又逮捕了封谞等其他几名嫌疑人，并将其关入监狱。,帝召大将军何进调兵擒马元义，斩之；次收封谞等一干人下狱。
赵云保护着老幼妇孺，张飞殿后。,赵云保护老小，张飞断后。
吴太夫人听到这个消息，心情变得忧郁起来。,吴太夫人闻之，转生忧闷。
化说：“关公的军队在麦城被困，被围得很紧。蜀中的援军无法立即赶到。我只能冒险突围到这里求救。希望两位将军赶紧派上庸的军队来解救危局。如果拖延时间，关公就会陷入困境。”,化曰：“关公兵败，现困于麦城，被围至急。蜀中援兵，不能旦夕即至。特命某突围而出，来此求救。望二将军速起上庸之兵，以救此危。倘稍迟延，公必陷矣。”
众将领纷纷答应，个个勇往直前，紧随其后追赶。,众将领命，一个个奋威追赶。
后面跟着一个人，手里拿着一把大刀，带领着一千多名士兵。,背后一将，手提大刀，引着千余军。
长久以来，我一直心向往慕那高名鼎鼎的地方，曾两次造访，却未得相见，只能惆怅而返！,备久慕高名，两次晋谒，不遇空回，惆怅何似！
只听喊叫声和马的嘶鸣声响起，一群人涌向岸边，一个船上的将军跃上岸，大声呼喊：“敌人来了！请丞相下船！”,只听得人喊马嘶，蜂拥而来，船上一将跃身上岸，呼曰：“贼至矣！请丞相下船！”
失去颜色说：“这是怎么说的？”,坚失色曰：“此言何来？”
懿笑着说：“成功了，我的计划奏效了！”,懿笑曰：“中吾计矣！”
小童迫切地想问个明白，但左慈已经挥袖离开了。,小童急欲问时，左慈已拂袖而去。
韶字公礼，曾担任扬威将军，在广陵守卫过；他年幼时就很勇敢，胆识非凡。,韶字公礼，官授扬威将军，曾在广陵守御；年幼负气，极有胆勇。
在孔明的命令下，高翔假装运送粮食，驾驶着木牛和流马在上方谷内来回穿梭；夏侯惠等人不时拦截并发起攻击，结果在半个月内连续取得了几场胜利。,却说孔明令高翔佯作运粮，驱驾木牛流马，往来于上方谷内；夏侯惠等，不时截杀，半月之间，连胜数阵。
裴景默默地退了出去。,裴景喏喏而退。
建议说：“主公可以准备一份书信，我愿意担任使节，前往魏帝曹丕那里，向他陈述利弊，让他袭击汉中，这样蜀军就会感到危险。”,咨曰：“主公可作一表，某愿为使，往见魏帝曹丕，陈说利害，使袭汉中，则蜀兵自危矣。”
烈大吃惊，眼泪汪汪地说道：“我儿子胡渊在外领兵，怎么会想到你会怀有这种心思呢？你若是能记起往日之情，透露一点消息给我，即使我死了也不会再有任何怨言。”,烈大惊，泣告曰：“吾儿胡渊领兵在外，安知会怀此心耶？汝可念何日之情，透一消息，虽死无恨。”
李典说：“虽然我在这里，但我很担心樊城。”,李典曰：“吾虽在此，甚忧樊城。”
让张昭和董袭一起去聘请虞翻。,乃令张昭与董袭同往聘请虞翻。
蒙大喜，带着孙权前来相见。,蒙大喜，引见孙权。
魏军担心庞德会有危险，匆忙下令停止战斗并召回军队。,魏军恐庞德有失，急令鸣金收军。
郭汜问二将：“车在哪里？”他们回答：“车已经走了。”,二将回报郭汜曰：“驾已去矣。”
懿说：“传达圣旨需要一个月的时间，事情来不及了。”,懿曰：“若等圣旨，往复一月之间，事无及矣。”
瑜对将士们说：“军队不应该因亲情而有私心，大家各司其职。如今曹操掌控权力，比起董卓还更加嚣张：将天子囚禁在许昌，在边境集结军队。我受命出征，希望大家能努力作战。军队所到之处，不得打扰百姓。奖惩分明，绝不姑息。”,瑜令众将曰：“王法无亲，诸君各守乃职。方今曹操弄权，甚于董卓：囚天子于许昌。屯暴兵于境上。吾今奉命讨之，诸君幸皆努力向前。大军到处，不得扰民。赏劳罚罪，并不徇纵。”
于是，操带领军队迅速奔向商州。,操遂引军径奔商州。
赵云正走着，看到一个人躺在草地上，走过去一看，原来是简雍。,赵云正走之间，见一人卧在草中，视之，乃简雍也。
早在郭淮接到细作报告的时候，他就已经是雍州刺史了。,早有细作报与雍州刺史郭淮。
陈宫说：“徐州灾难的根源，是陈珪父子造成的，他们讨好朝廷只是为了获得官职和财富。现在他们把灾祸转嫁给将军。可以砍下两人的头给袁术看，他们的军队就会自行撤退。”,陈宫曰：“徐州之祸，乃陈珪父子所招，媚朝廷以求爵禄，今日移祸于将军。可斩二人之头献袁术，其军自退。”
陈泰从后面杀来，郭淮从左边杀来，羌兵大乱，互相踩踏，死伤无数，剩下的全部投降。,陈泰兵从后面杀来，郭淮从左边杀来，羌兵大乱，自相践踏，死者无数，生者尽降。
黄忠和魏延被派去带领军队继续前进。,遂遣黄忠、魏延领兵前进。
钟缙和钟绅成功拦住了赵云的攻势，展开激烈对决。,却说钟缙、钟绅二人拦住赵云厮杀。
曹军十七万人，每天消耗的粮食巨大，加上各郡干旱，无法及时补给。,却说曹兵十七万，日费粮食浩大，诸郡又荒旱，接济不及。
许靖被授予太傅称号，法正担任尚书令职务；诸葛亮被任命为军师，负责处理国家重要事务。,封许靖为太傅，法正为尚书令；诸葛亮为军师，总理军国重事。
让上将纪灵率十万大军攻打徐州。,乃使上将纪灵起兵十万，杀弃徐州。
懿召张郃、戴陵过来，嘱咐道：“孔明夺取了武都、阴平，肯定会在当地安抚百姓、稳定民心，不会在营地待着。你们俩各自带领一万精兵，今晚出发，悄悄袭扰蜀军营后，一起勇猛地冲过来；我会在前面设下阵势，等蜀军阵势混乱时，我会率军进攻：我们两军合力，有望夺取蜀寨。如果占领了这里的山势，作战就容易得多。”,懿又唤张郃、戴陵分付曰：“今孔明得了武都、阴平，必然抚百姓以安民心，不在营中矣。汝二人各引一万精兵，今夜起身，抄在蜀兵营后，一齐奋勇杀将过来；吾却引军在前布阵，只待蜀兵势乱，吾大驱士马，攻杀进去：两军并力，可夺蜀寨也。若得此地山势，破敌何难？”
关平说：“军心已经涣散，我们必须守住城池，等待援军。麦城虽然规模较小，但足够容纳我们的军队。”,关平告曰：“军心乱矣，必得城池暂屯，以待援兵。麦城虽小，足可屯扎。”
瑁表示：“我们拥有一支庞大的军队，包括五万马军和十五万步军，以及八万水军。总共有二十八万人。而且，钱粮大半在江陵，其他地方也能支撑一年的供给。”,瑁曰：“马军五万，步军十五万，水军八万：共二十八万。钱粮大半在江陵；其余各处，亦足供给一载。”
吕布率军抵达山下，李傕率领军队挑战。,却说吕布勒兵到山下，李傕引军搦战。
羊祜命：“我军不得越界。”,羊祜下令：“我军不许过界。”
让玄德出发。,遂命玄德行。
在后会稽，妖贼许昌发动叛乱，自称“阳明皇帝”，聚众数万人；坚与郡司马招募了一千多名勇士，联合州郡的力量击败了许昌，并斩杀了许昌及其子许韶。,后会稽妖贼许昌造反，自称“阳明皇帝”，聚众数万；坚与郡司马招募勇士千余人，会合州郡破之，斩许昌并其子许韶。
曹操听说后，立即骑马到门口查看，看到两名将士激烈战斗，于是命令曹休偷偷射箭。,曹操闻知，亲自策马到门旗下来看，见二将酣斗，乃令曹休暗放冷箭。
国太说：“男人长大了就该结婚，女人长大了就该嫁人，这是自古以来不变的道理。我是你的母亲，你应该向我征求意见。你打算让刘玄德当你的女婿，怎么能瞒着我呢？女儿终究是我的！”,国太曰：“男大须婚，女大须嫁，古今常理。我为你母亲，事当禀命于我。你招刘玄德为婿，如何瞒我？女儿须是我的！”
突然间红光四射，他拔剑问道：“你是谁？”,忽见红光满目，遂按剑而问曰：“汝何人也？”
张飞说：“二哥抓住了王忠，我去抓刘岱！”,张飞曰：“二哥捉了王忠，我去生擒刘岱来！”
在激烈的战斗中，木鹿大王最终牺牲了。,木鹿大王死于乱军之中。
马超故意拖延李蒙的追赶，等他接近时突然闪避，成功躲过李蒙的攻击。两马交错，马超轻松抓住李蒙，将其擒住。,原来马超明知李蒙追赶，却故意俄延；等他马近举枪刺来，超将身一闪，李蒙搠个空，两马相并，被马超轻舒猿臂，生擒过去。
曹操向部队发出命令：“现在刘备就像一条被困在锅里的鱼，一只被困在陷阱里的老虎。如果我们不及时抓住他，就像把鱼放回海里，把老虎放回山里一样。大家要努力向前冲。”,曹操下令军中曰：“今刘备釜中之鱼，阱中之虎；若不就此时擒捉，如放鱼入海，纵虎归山矣。众将可努力向前。”
在初冬的季节里，阴沉的云层笼罩着大地，雪花纷乱地飘落，战马们在雪中排列着阵型。,时值初冬，阴云布合，雪花乱飘，军马皆冒雪布阵。
公说：“我和兄是朋友关系；我和玄德是友谊加兄弟、兄弟加主臣的关系：怎么能一起讨论呢？”,公曰：“我与兄，朋友之交也；我与玄德，是朋友而兄弟、兄弟而主臣者也：岂可共论乎？”
桓也毫不留情地咒骂道：“你父亲已经成了无头鬼，现在你还来找死，实在是愚蠢至极！”,桓亦骂曰：“汝父已作无头之鬼；今汝又来讨死，好生不智！”
大怒的诞说：“你是贾豫州的孩子，靠着魏国的恩惠生活，怎么能说出这种胡话！”,诞大怒曰：“汝乃贾豫州之子，世食魏禄，安敢出此乱言！”
魏延紧追不舍，魏兵尸横片野，张郃狼狈逃走。,魏延随后追杀一阵，魏兵死者无数，张郃大败而去。
关张站在旁边。,关、张侍立于侧。
张飞说：“我只想要消灭这个敌人，消除后顾之忧！”,张飞曰：“我只要杀此贼以绝后患！”
董卓位高权重，无人敢违抗他的命令，所有人都对他敬畏有加，纷纷赶来拜见。,公卿皆惧董卓，谁敢不到。
于是，他下令处决李肃，并将他的头悬挂在军门处。,遂斩李肃，悬头军门。
孙权的弟弟孙翊担任丹阳太守，他性情温和但喜欢饮酒，酒后常常对士兵进行鞭打。,却说孙权弟孙翊为丹阳太守，翊性刚好酒，醉后尝鞭挞士卒。
让玄德去取酒来招待。,玄德命取酒相待。
在洞蛮不知情的情况下，粮草被岱前后截住，被夺走了百余车，消息传入了孟获大寨中。,洞蛮不知，正解粮到，被岱前后截住，夺粮百余车，蛮人报入孟获大寨中。
在兖豫地区的人民，以及吕布、张杨的余孽，面临着覆亡的压力，只能被迫服从；他们一个个身受创伤，彼此成为敌人。,其余兖豫之民，及吕布张杨之余众，覆亡迫胁，权时苟从；各被创夷，人为仇敌。
带着五十名骑兵，云教军士静止不动，然后缓缓进入城中。,云教军士休动，只带五十骑随入城中。
飞飞亲自手持长矛，骑马站在桥上，凝视着西方。,飞却亲自横矛立马于桥上，向西而望。
孔明让被送回成都养病。,孔明令人送回成都养病。
韩当紧随陆逊，两人一同驰马前行，目光始终没有离开彼此。,韩当接着陆逊，并马而观。
再次致敬，倾诉往事。,获再拜哀告，诉说前事。
鲁肃吃惊，沉默，很久后说：“如果公子不在，怎么办？”,鲁肃吃了一惊，默然无语，良久，言曰：“公子若不在，便如何？”
关公问道：“勇士，你曾在哪里见过我关某？”,关公曰：“壮士何处曾识关某来？”
